iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,102.1213795535383,108.68067574533484,0.0,34.54533495128814,51.28311957710237,22.264706885783603,13.620450125437278
2,143.3353287277165,108.05599818745412,0.0,51.349795939849315,66.81142875260755,13.522653400692313,24.13003763453056
3,86.26493264184424,60.22046064887595,0.0,53.68096212343196,58.22342393634643,19.88416261886999,19.414936154374164
4,148.343571111984,138.08974908158063,0.0,44.04746896430543,31.597186626974977,14.707275478306961,20.33762286269322
5,96.36097443249143,121.36359224862079,0.0,29.527558210889033,54.09561711938229,20.286187517626324,15.528688012953173
6,70.45298173203595,88.66901629089537,0.0,28.60903618507034,70.71232929718967,22.184351556339145,31.79790889611943
7,87.73832594327537,137.55549995596186,0.0,70.09386622652075,68.2346546015585,30.80595378044925,15.079921162520751
8,108.7584936208851,130.9432755941462,0.0,67.92622304923405,43.7708461852257,29.417676475988653,35.52211060316776
9,120.64611415680902,119.59876908100297,0.0,45.86420577762821,46.82484009817653,17.421158127191386,27.132431653357443
10,106.3303407264009,96.44130786564624,0.0,53.979583326921784,65.19334295068735,26.0471428227499,31.904733405229603
11,57.16803078812204,143.268363816418,0.0,64.76829964316308,64.72534675994746,28.51109868590446,23.648271646022767
12,54.70233514446322,113.87578380408137,0.0,74.6523890280602,32.73206487091269,15.42890064728703,14.927691536786906
13,55.87601652669244,112.09889683979308,0.0,39.77151787082911,56.05913169482446,20.83150062602818,30.12190192086106
14,138.9575603392557,114.8838257085004,0.0,32.48585994323104,34.03029834635658,30.479220619591334,34.20159122046644
15,60.65932533934259,129.99770014405533,0.0,27.855182938092216,54.86436788752722,17.39502869838147,27.95144783748417
16,144.29536942333593,77.70846664560082,0.0,57.65347529341995,52.211256459988654,19.35216042602952,19.420279089807202
17,128.84629304706058,117.3107308674884,0.0,25.28264247232644,47.8490214407559,12.696127404918144,14.16410822160594
18,54.65870527341453,147.4898709202078,0.0,55.3138513359253,61.15112651620459,31.10583899833007,14.688778527325
19,112.33280853442464,143.26181870421033,0.0,26.050383601619707,52.68314151361282,27.204039635263594,29.28044584920313
20,131.57135997307526,67.76950684362875,0.0,70.98817463935507,44.18161994398536,24.68945220376241,15.060129944463066
21,71.73649891007383,66.5802092353317,0.0,46.14360192940444,25.32679911762482,27.138541692473055,15.838375529922136
22,149.61107636456848,131.4833180345946,0.0,48.557533465258565,57.62890661462963,28.64371024162702,29.84867388186485
23,91.48095058343037,103.72284506183678,0.0,64.54253332673612,72.99913419770941,32.07385101854364,15.939177596144582
24,111.31935049873012,63.204993530152876,0.0,46.799713880709945,30.03108004788246,13.806599910593581,21.665630958296145
25,110.99509943559598,77.50934163139613,0.0,72.47549820529682,30.29079315337919,19.49723328159796,17.39590759552164
26,118.13597109322768,109.60771614398598,0.0,26.17341899261926,67.72280967239041,25.797929859152536,34.30770356328649
27,65.00047689901935,149.3480782457763,0.0,69.9275059253727,70.92196575511649,17.023498156060892,28.476832691923136
28,119.69849246763773,67.06370704023938,0.0,26.616011162925417,64.42424484232747,28.160990000632324,24.70638394896642
29,102.44540912036237,90.42038028193544,0.0,36.464033720291496,64.04120919877056,32.347834388732146,30.644121394553654
30,92.51525657397373,120.45463521172066,0.0,34.21712304460069,27.964311368854005,24.118911543890178,28.177687266503405
31,52.38568539336431,80.51926562001029,0.0,49.027860382939146,35.13714953226257,34.023330607539805,24.324591352794915
32,135.2896962032975,127.84325003983747,0.0,34.66256659918268,69.49982571957803,14.402824614073362,35.91517550251686
33,98.72681395793161,53.4521869738114,0.0,32.560119306898876,67.58810484847405,33.965317293707855,33.61213410111621
34,116.44087320420975,133.4294867320103,0.0,48.18438847505489,41.09983821750768,21.770348596499442,15.903451034153129
35,65.29103576944318,70.0837977805842,0.0,49.60057249812022,43.58440073685774,15.674412145108732,18.067014414228446
36,137.00939845581738,50.263829132217,0.0,44.55777499127626,69.2957156703525,26.30340730962843,20.265094015121495
37,96.25734761326241,59.61488319762503,0.0,62.650350195613925,70.56268653900395,29.263975925266816,35.563987136508366
38,126.73863030774453,115.55019923998375,0.0,37.71170589915924,67.36164704015825,19.131762430410433,25.982981468243327
39,140.54560926565043,67.18546250531399,0.0,33.254091790147115,66.16188376095546,30.22384384889019,29.48844394987479
40,58.028127587661004,123.86570081046261,0.0,35.01353035206774,38.212095190782215,15.224190903455618,26.014159458845874
41,87.35640651277359,94.11720906167795,0.0,28.347259906038747,52.385572984506126,36.3161752024323,32.949370647730085
42,148.10244219332458,120.07368934894447,0.0,66.0352170265865,63.46756695878376,18.292106462275864,27.363058587110444
43,130.71817552773678,69.0278112878231,0.0,70.56288207235262,74.50175402686541,27.30780069993479,14.79115788829838
44,144.78055509414318,114.02994167664585,0.0,60.62412420265302,32.432373493446434,36.37497189719738,20.950392585368643
