iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,90.20578422633298,94.70309104279696,0.0,74.47412346116468,63.797377803392784,30.37575445589551,13.398314344903085
2,57.21412452475795,103.73683879788354,0.0,64.65034295144876,30.62937736270171,28.11826489507726,33.11372579873287
3,82.16516325372679,139.61918727737662,0.0,46.08442317596726,68.09936605131492,25.646843663690145,14.198094455100302
4,58.40773006076571,77.96036971251678,0.0,32.4367776414657,66.77531216934227,25.63487217044336,35.69931338090244
5,95.47483104524976,128.80152964535944,0.0,70.91594025883742,68.73412823085972,24.981446247735693,17.77022433233366
6,70.01569005763938,67.72228821168244,0.0,31.29265900052428,60.44047082413936,18.92089315428648,36.40159043965855
7,77.71670826987214,94.49124733908724,0.0,43.94690761983112,54.56726784192703,26.426367245599923,13.317597108788238
8,60.43764418995047,87.15289215200731,0.0,37.69916335017712,49.065611568037596,21.929882804438247,35.09045331859079
9,123.65572622271226,133.59189510943503,0.0,72.7003230232359,60.558898160665905,15.246671248790097,22.063059894192488
10,109.8573693564947,59.90549686413513,0.0,29.71524808506716,54.433023733349515,33.0040757000523,21.145581519111335
11,102.84628608168606,99.9675395151729,0.0,46.411092127971735,47.7728061895901,35.54794745776405,30.86806417168402
12,132.72353910284295,103.33367965873408,0.0,30.781451059752225,68.43729307717584,19.892782562147026,28.765883624468035
13,98.00194059947877,54.65507678447848,0.0,65.27579294441297,53.49171417783947,32.96552349837668,24.874137911258178
14,147.30131910083674,137.48688141273885,0.0,27.76057708328426,61.07120456550241,20.776696644441106,24.867388233994095
15,65.85296815842658,96.65128773765431,0.0,62.54550908860037,25.80487776473535,22.399957728039592,24.880532218789863
16,142.65498314285034,112.6635998990138,0.0,40.9850234046157,46.1597559240287,25.56766734826669,20.220403802623746
17,81.26877487075039,95.0756113791415,0.0,42.36523762564841,48.71067169361223,28.44551765782929,27.847981353003664
18,89.04794134846145,81.12110353498872,0.0,72.81268258063658,69.85800967376821,31.59556512345158,34.73891917881565
19,66.7685079019188,99.33178241176525,0.0,38.135976705641305,63.84175427920318,27.806401697729612,19.63669426844977
20,58.62236139910415,78.50868197971967,0.0,67.10469432133151,61.42328190483515,27.445358220347792,24.772460790230433
21,111.52820548749114,55.531928727503924,0.0,50.439323451959396,58.83830656268729,37.267512258458815,33.97931810987443
22,139.461746879492,124.56225308883329,0.0,45.27240336567761,45.81825212736778,19.863949937806613,27.99848383574368
23,66.84476767302336,116.89693597975213,0.0,60.79810144575046,49.855299224125446,24.32811484563386,31.46190275622641
24,82.04498861470601,52.92909548593894,0.0,68.57920822438936,67.93813283619366,32.13140761740137,27.47932712514556
25,86.57489455836864,147.22871312800507,0.0,71.41327501775834,55.25918115027917,14.023753833719491,26.374243426796568
26,141.00952161598622,106.25234234149985,0.0,54.35742033032505,33.175732785939445,15.209939334585329,28.031140692951574
27,80.53729702891188,83.62920937022213,0.0,60.78273329270627,30.37118556018248,29.00912413523089,17.03317915001559
28,66.5488483175402,128.62809568640768,0.0,46.10999287177351,34.950572772136944,34.92459951911757,20.810524765730428
29,147.57642121860167,90.60299701820057,0.0,50.94995511859114,58.44041092165468,30.67775844464632,26.49813739525889
30,63.29611196199668,89.53974579954625,0.0,54.67603529797391,64.12636232014353,27.971258383011598,29.593748847939576
31,108.25506531417228,118.12570505421584,0.0,31.099636131451458,35.969660348055946,24.016560692623713,33.761291720728316
32,115.81091921343108,147.39965002027853,0.0,43.332913066844455,72.00693019500268,27.57920309512871,22.407506075183157
33,83.42163179716412,135.2295545605043,0.0,44.38994797970041,48.406268382867694,14.65774286959243,13.36490311053712
34,81.62627077945235,124.63202874505251,0.0,39.008831503678834,36.93366397428347,19.2834506184934,17.610279000993103
35,148.23998604365545,102.10710377121879,0.0,67.47405643251638,42.32276918720297,24.30400893959307,22.914119356334076
36,110.07308191654148,117.73153023132828,0.0,64.41550326394893,53.69566609560357,30.010267556657155,35.50143695989502
37,80.81039773632901,70.87275206765581,0.0,38.3857042605594,47.36669138349336,19.623101253251683,13.028115876181978
38,125.98117373274849,71.29590738434453,0.0,74.98178821928781,53.837020143287575,33.6221419324725,14.898536469995188
39,65.00978965000314,102.64721289830851,0.0,36.63862618969279,38.966347264605346,13.487794655536367,27.012304305861782
40,109.17424888641749,101.3874659142807,0.0,48.93946097550509,36.723100820559424,35.57266637496195,21.221897062525365
41,81.76428020175833,86.40796078843417,0.0,42.48696149422182,57.11842860717209,22.963239031423946,15.760092770387152
42,53.0181837963695,53.8955085857314,0.0,41.222107826969804,27.857700323927148,16.847959316368918,26.23095801823936
43,87.53995441623094,106.78278256366056,0.0,60.109584147878415,56.802549789021086,26.31641405977114,35.00717895222509
44,138.29289504977388,146.0810544989722,0.0,33.087054314412065,38.97804742718471,29.656079858249278,25.73606140051639
45,50.51605089086596,51.346517945973304,0.0,40.54059302624214,48.28654302365389,12.521298420954489,30.577920179227647
46,129.27924457645196,69.86775355244515,0.0,56.325434714296584,46.31777339992407,25.83400312271038,28.546620198842287
47,62.011602154484734,95.45027340322903,0.0,59.196433616561706,57.54956508144187,24.30711614674345,29.835791419699408
48,130.39998388423538,56.07543172456744,0.0,74.45485769154202,41.24077725530245,18.63777338782407,13.819625861637693
49,56.87030170137959,90.94607715224726,0.0,36.3055106879484,50.51537877643382,22.801237774921905,27.121916449508852
50,124.29961345571417,86.62869841175879,0.0,33.699344177324726,29.3049069616033,17.496465969526128,33.69439079184505
51,117.5112858044814,114.37452674782466,0.0,32.95351570045335,45.84391401354438,29.483572970762616,17.291084141351597
52,63.25958587764507,120.25627459165354,0.0,66.38747308182943,41.46715694306364,17.414739293311314,20.647994185111443
53,55.92948835913034,141.87706632805416,0.0,29.465507326624024,46.6090837874106,19.04449980522452,16.62462380884478
54,146.99681661883167,134.95128545265737,0.0,56.211982223271065,73.17584460373494,36.68820071926289,16.719780243460182
55,123.20119443668749,146.51454325759295,0.0,59.16489267037102,54.46867656981367,22.673865041803555,17.00909654793011
56,107.48870725951704,64.04332898418775,0.0,39.80213456788983,35.6118004765807,32.375825974416664,27.27026023743141
57,135.65670624480478,127.03347538054399,0.0,61.71492861798079,54.08375792130396,18.955358187127956,34.97190850698066
58,145.2038577832937,81.32117830111987,0.0,52.70070255874029,39.04706554845153,26.321083076812013,35.30808881645281
59,140.87554850443885,83.70427710278922,0.0,55.70763475871091,68.97733619345236,19.312939645916266,19.12211145283442
60,113.45454961568203,81.61538394437967,0.0,38.63446690973116,69.65732161220991,34.10824549940621,33.964582600274895
61,109.1147119932541,101.87244367633758,0.0,45.568735396365696,59.01242699690816,23.39674659528908,32.98456972300265
62,112.50707863187546,109.14167926462235,0.0,74.81762698896426,34.72755875553115,30.69115926401954,28.831308905685987
63,105.6510393972044,127.44771412628056,0.0,31.94387992744415,61.81535944192078,25.39158929077539,22.029436184365544
64,86.54577115553647,130.85938312001235,0.0,27.76149065937814,29.862834627835593,29.583466645908914,23.246548468532367
65,91.72913613554672,51.54516328207778,0.0,73.78723211324602,46.98141959689295,23.337386752153,24.03077750562136
66,57.33291086323018,79.70504626979654,0.0,58.83812923283145,51.051669744811704,14.462621802421772,23.246100419704845
67,101.13755477465469,80.5166454727742,0.0,70.14868392091498,53.59107115051095,14.620901839850694,18.551800656451878
68,77.16252128833175,77.50829308095119,0.0,41.87431533957939,45.64523302041547,19.537148574948006,30.24295648212591
69,133.8665862390654,54.600123800672975,0.0,53.18489228196361,72.64700840196849,12.518049063749778,36.166242358152644
