iteration,param_1,param_2,param_3,param_4,param_5
1,102.1213795535383,54.34033787266742,69.54393490463906,17.27266747564407,25.641559788551184
2,89.05882754313441,27.240900250874557,71.66766436385825,27.01399954686353,20.68094698140709
3,102.69959187969863,66.81142875260755,27.045306801384626,24.13003763453056,21.56623316046106
4,60.22046064887595,61.00512797451647,53.68096212343196,29.111711968173214,19.88416261886999
5,77.65974461749666,74.171785555992,69.04487454079032,18.350420144351375,22.023734482152715
6,63.194373253949955,29.414550956613922,40.67524572538644,24.090243608122858,30.340898062155198
7,70.592490948671,29.527558210889033,54.09561711938229,20.286187517626324,15.528688012953173
8,70.45298173203595,44.334508145447685,25.928599979496923,14.30451809253517,35.356164648594834
9,88.73740622535658,63.59581779223886,43.869162971637685,34.388874988990466,19.114203509048266
10,140.1877324530415,68.2346546015585,61.6119075608985,15.079921162520751,27.189623405221276
11,130.9432755941462,36.19204013602641,67.92622304923405,21.88542309261285,29.417676475988653
12,142.08844241267104,60.32305707840451,59.799384540501485,34.47442354844268,22.932102888814104
13,93.64968019635306,34.84231625438277,54.26486330671489,26.582585181600226,24.11032696641156
14,132.47874340282866,53.979583326921784,65.19334295068735,26.0471428227499,31.904733405229603
15,57.16803078812204,71.634181908209,67.04458226539064,32.38414982158154,32.36267337997373
16,114.04439474361784,47.296543292045534,27.35116757223161,28.46894595102034,30.184423932842673
17,149.3047780561204,32.73206487091269,30.85780129457406,14.927691536786906,13.96900413167311
18,112.09889683979308,58.66104877698193,39.77151787082911,28.02956584741223,20.83150062602818
19,120.48760768344424,69.47878016962785,57.4419128542502,14.623441794904284,16.24292997161552
20,68.06059669271316,60.95844123918267,68.40318244093288,15.164831334835647,32.49942503601383
21,107.0914143528448,27.855182938092216,54.86436788752722,17.39502869838147,27.95144783748417
22,144.29536942333593,38.85423332280041,72.15602087638817,28.826737646709976,26.105628229994327
23,77.40864170411808,38.840558179614405,64.42314652353029,29.3276827168721,30.642351869036453
24,50.56528494465288,47.8490214407559,25.392254809836288,14.16410822160594,13.664676318353633
25,147.4898709202078,55.73253371426663,55.3138513359253,30.575563258102296,31.10583899833007
26,58.7551141093,56.16640426721232,71.63090935210516,13.395869783985528,13.025191800809854
27,105.36628302722563,54.40807927052719,58.56089169840626,32.892839993268815,16.942376710907187
28,70.42120695768092,70.98817463935507,44.18161994398536,24.68945220376241,15.060129944463066
29,71.73649891007383,33.29010461766585,55.38670636827065,23.07180096470222,12.66339955881241
30,108.55416676989222,31.67675105984427,74.80553818228424,32.87082950864865,37.15167459831951
31,97.11506693051713,57.62890661462963,57.28742048325404,29.84867388186485,22.870237645857593
32,103.72284506183678,62.748287660121306,64.54253332673612,36.499567098854705,32.07385101854364
33,63.75671038457833,55.65967524936506,31.602496765076438,36.33476700241513,23.399856940354972
34,60.06216009576492,27.613199821187163,43.33126191659229,27.748774858898994,19.37733540784903
35,78.32567430952462,72.47549820529682,30.29079315337919,19.49723328159796,17.39590759552164
36,118.13597109322768,54.80385807199299,44.321926215786334,13.08670949630963,33.861404836195206
37,103.19171943661014,68.61540712657298,32.50023844950967,37.33701956144407,30.023472446234724
38,139.8550118507454,70.92196575511649,34.046996312121784,28.476832691923136,29.924623116909434
39,67.06370704023938,27.123215063671836,26.616011162925417,32.212122421163734,28.160990000632324
40,98.82553579586568,51.222704560181185,45.21019014096772,17.044961469140485,18.232016860145748
41,128.08241839754112,64.69566877746429,61.28824278910731,23.128814143493432,30.113658802930164
42,58.45000163161767,34.21712304460069,27.964311368854005,24.118911543890178,28.177687266503405
43,52.38568539336431,40.259632810005144,61.48252547390962,24.513930191469573,17.568574766131285
44,136.09332243015922,48.64918270558983,67.64484810164875,31.960812509959368,33.57824795233416
45,69.32513319836536,69.49982571957803,28.805649228146724,35.91517550251686,24.681703489482903
46,53.4521869738114,29.784182905663858,32.560119306898876,33.79405242423702,33.965317293707855
47,134.44853640446485,58.220436602104876,66.71474336600515,29.607994450531066,24.092194237527444
48,82.19967643501536,43.540697192998884,31.806902068306258,16.322758942360796,17.52094944514605
49,63.339293140850984,49.60057249812022,43.58440073685774,15.674412145108732,18.067014414228446
50,137.00939845581738,25.1319145661085,28.761940085284763,22.27888749563813,34.64785783517625
51,105.21362923851372,40.53018803024299,48.128673806631205,14.903720799406258,28.752849334356707
52,125.30070039122785,70.56268653900395,58.52795185053363,35.563987136508366,31.684657576936132
53,115.55019923998375,66.24957606474456,37.71170589915924,33.68082352007912,19.131762430410433
54,103.93192587297331,70.27280463282521,33.592731252656996,18.84603288648656,16.627045895073557
55,132.32376752191092,60.44768769778038,58.97688789974958,14.507031896915251,30.966425202615653
56,64.62577571573814,35.01353035206774,38.212095190782215,15.224190903455618,26.014159458845874
57,87.35640651277359,47.05860453083898,62.036758420549766,14.173629953019374,26.192786492253063
58,145.2647008097292,65.89874129546017,74.05122109666229,30.018422337236117,31.446427856410043
59,132.070434053173,63.46756695878376,36.58421292455173,27.363058587110444,32.679543881934194
60,69.0278112878231,38.78655740082018,70.56288207235262,37.25087701343271,27.30780069993479
61,59.16463155319352,72.39027754707159,57.014970838322924,35.98287407791454,30.31206210132651
62,64.86474698689287,72.74994379439477,41.90078517073729,28.268076134005444,35.20624783984244
63,106.9398928746138,74.8198907368707,67.26131268202276,21.54577137643403,15.616412746545826
64,103.04184611530754,29.624697703402003,65.53501664250871,37.20830660760076,26.436862414003613
65,97.97098773046775,60.72853230830128,57.92972949736412,16.943812998113035,30.97135251592169
66,76.78152023534955,69.12562119435034,49.960094213731956,19.703119214348625,31.40091629550535
67,104.96617962181251,47.31186352270165,42.449396184382714,27.41230559698814,17.205842749725264
68,102.90860991055659,36.37392496662495,62.28563626170769,29.53053582326623,30.80639029988863
69,121.52339097989693,34.83968170245028,45.47187139446563,14.257993851825818,23.1220122331947
70,133.84279167037096,52.08052003715429,64.7795796544139,36.52459003242849,13.262118686293336
71,85.04219515273921,68.36697031332426,27.840383243057648,28.215574178592558,23.895735216522105
72,71.8812236603187,28.936744851902063,33.153765114343685,16.54983245641624,36.26128268683938
73,121.98166812977229,54.08333761069946,67.34297719096412,15.257130789376422,16.103534722212043
74,94.89730825931791,66.48278484436497,30.124039798133666,15.861576496817149,34.42607489020512
75,135.21835084749773,46.937421734861395,58.506885951028785,25.575919699271665,15.087447447087706
76,147.54657331721575,46.3227619223876,64.96849142360557,30.295482595544378,27.54972304667589
77,103.02705876981912,53.726142121834556,59.87776687850681,16.431253338428377,31.652606412491984
78,132.28162593202174,34.75860928000132,63.53822796918638,20.25949585087082,27.377857817486067
79,77.855585325011,65.14647595274195,59.52902000965601,35.34064341077193,17.1254358464167
80,114.09087464569384,58.780823692405136,55.4638971096926,19.69999340495531,27.606038144325552
81,51.19248223053264,69.7890273076817,49.23849626264583,36.4061066934904,25.525871437727133
82,99.79499391543058,50.883638933120544,29.964130074317914,33.839973696871496,36.112201218554056
83,75.34029081063906,59.4517658392558,57.134141196814504,32.63377718146956,35.384032609387205
84,54.604356508505546,50.76870567755356,48.58451212372804,27.036827873689745,28.759403874008747
85,64.86489059480023,55.027693424010614,29.807419218129155,24.94151345028258,28.198124948088164
86,55.13377722651733,65.63671856017453,53.66658122852932,29.85401336883413,14.80838670878048
87,74.05903001671061,47.950110883553144,62.15123545363082,35.195879434402244,34.51542016195434
88,85.72639506754571,42.79475552994973,57.79859963277643,26.69516081616297,25.52269879060217
89,73.52715593262224,60.49497353916499,65.20158454535114,31.293502737809476,26.340976913835235
90,93.17798887714957,62.84687728534897,27.511626542583116,20.297493848436563,22.07536962713479
91,89.391808017469,52.723193653794155,35.60764446930198,17.185884658138114,28.885742137553216
92,110.72968432717263,69.73065223575674,50.970870524073256,14.90678130256152,26.305477533030665
93,83.90513060472215,44.58330750073541,67.68941285492562,30.697450174102563,34.30316364150641
94,104.96179995843676,59.61217994653466,43.0626760173023,25.404089740566814,32.60011162869022
95,105.76661556320093,35.019737538238054,59.38210843629881,25.17179647335852,30.34510952723514
96,54.423154942518096,73.93490528668163,44.72373113090139,16.710927735686877,37.49646880341601
97,100.81846269003778,70.11158808663855,72.29131570337532,22.329972390598634,32.70354665329117
98,116.69574029079067,44.71239157978288,59.782749775168334,13.342114304401633,35.71431681622702
99,100.52838323385068,45.97985089815852,41.233473293688725,21.052256400835756,30.905016994546152
100,59.077586719344666,63.31355197693512,53.9429242825961,33.555498786092464,35.566724362016764
101,85.47822958812945,58.214331967982915,62.148520577742396,29.602039340870018,23.585584937049724
102,128.51016885001746,48.28412858399485,62.94859389346339,26.38407446226313,30.719990240098845
103,146.99148495364844,67.3770202456288,37.92340886250833,30.782089687350002,25.40107924309647
104,91.3017416710396,69.9525471067385,42.65688423171676,19.331080331727122,21.223261218948757
105,137.92435503599182,36.201572580268625,62.792825238070215,17.399123389305203,26.723998733656295
106,109.23860705607456,45.23640364502812,66.70985523670755,14.336536733269837,25.81104303426859
107,124.47925419792863,38.576255706124854,59.82229938695932,32.34939645467224,15.280811936417022
108,111.2941001394443,36.60547505697697,74.03691284040339,29.26307785240748,24.274609210350217
109,99.0099288839534,31.636473916737796,59.638309291572725,15.311607980400717,21.942311871519568
110,109.17770239340263,37.07610800956571,64.73122412485493,29.982085207767817,33.89223612852379
111,75.57023349860071,50.934458326223606,55.04476026492577,31.29632860093009,34.983688635020684
112,137.37605616456253,47.44227145153928,46.843044601257375,34.36387261123966,21.618337546360603
113,94.09698775615489,30.34521786326389,52.804799553073586,22.2585438027575,19.810772904217906
114,136.8580473412067,39.181849630294,32.62416892365161,31.339139734372317,36.252015928826545
115,61.597959527404214,31.548766406672176,58.985271221612514,31.975094708822827,16.53544831862638
116,128.38451683587806,55.84865596323132,52.45077857693568,32.02322454766316,23.401087366131012
117,60.00929316522272,31.49808316577072,31.704886689202255,13.236505391637484,19.739828058166765
118,76.65430963552147,34.3861878641013,56.65137574874202,33.70867350903966,28.55954918019259
119,148.769450454486,29.4712328083584,67.33550988749066,33.83093111801105,36.65971620496099
120,62.12467738763245,57.10974969380164,35.13721608450538,35.626056251221584,37.2462615389722
