iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,131.5982700737889,66.02849440958222,0.0,33.56162398032526,71.26338252394027,33.138311559154964,14.557148762587916
2,98.79185822083728,97.30609069046218,0.0,29.853405252889566,41.190358275072924,32.176127857727934,27.529654913545993
3,77.50541793832087,85.14365985223162,0.0,45.748050089423664,57.3384436763017,15.463462833100886,32.474790266358944
4,65.05966936212897,137.99062773788972,0.0,67.03801438969556,31.40623836667455,26.288097049964254,35.99638520598334
5,133.69129488187815,115.34533014069257,0.0,74.21799702606789,31.14318023585401,21.8802122888124,24.82672768694676
6,135.01894396816778,51.78826673518701,0.0,61.39458771842712,72.8126654214407,29.803818372367164,35.80246963857352
7,137.81209715045017,147.44087520731912,0.0,25.626235131207427,66.51252225608636,14.739307187753301,15.640759728873388
8,58.75535505922947,126.68724870429351,0.0,73.97199773253261,72.99247944560831,27.740510779111073,20.345718149335372
9,142.8747619504344,59.844048149076,0.0,28.542004077103623,45.12974828915318,21.475797145809963,23.180104762233984
10,149.47101237040206,110.49147476575934,0.0,67.8296639695781,69.3552930785416,24.903170611178766,16.31190668527992
11,68.31900318683705,108.41131379378268,0.0,66.6934211400731,30.20837011950025,25.27408447686558,30.756113407093828
12,135.47111337699565,98.46610366382578,0.0,59.18641263027787,41.428757228894106,22.827541556839925,20.66871865618636
13,73.80974459820284,105.39719546065838,0.0,70.31916690586209,64.4365042810202,18.004882806669546,30.925112523364184
14,60.18972993868481,145.43630744808155,0.0,27.80923604862171,32.494412795355565,25.471600797871176,18.91337831623051
15,108.83923887607865,103.53859021028715,0.0,39.920987321441444,58.06875619294111,31.759367288475516,18.90666458125141
16,138.96674871606317,147.8336964608704,0.0,44.58279471606094,45.86157461020442,34.51914304509099,20.412985125224463
17,91.8773133049021,93.53469539603614,0.0,31.07478964128001,28.34631921797794,24.541658681900067,21.633968036087516
18,118.663059352546,70.88540421758077,0.0,56.44605202066097,51.65395593565092,19.955902031580557,29.170690036923563
19,147.92050370907515,70.99579517727008,0.0,27.710183100104718,63.05400029922805,18.28815467273016,32.84857753733296
20,147.21717640691892,66.15438092259409,0.0,66.47345022172497,55.49322398655813,32.735033514150224,17.838655110935818
21,56.3366283925806,122.72483210500877,0.0,32.35064191603068,47.68872433851804,35.81647779691473,27.48826155514985
22,50.30763701899051,51.26974227911095,0.0,64.06850924560811,72.32207912342574,23.408355932425522,14.071839962293053
23,80.60547672776316,132.75725540386483,0.0,64.5874928394135,47.729312957531086,32.91020831959389,34.49192316194617
24,92.48641041516305,50.488678170882004,0.0,28.16498444774024,57.541317978872144,36.43702728298599,20.813509558025814
25,54.62094297076554,94.44809368891526,0.0,54.679147002477116,69.61354252275092,30.758520423063292,31.629073521819617
